method_FEN,all_cfg_paths_num
"org.apache.commons.lang3.ArrayUtils.shuffle(short[],Random)",2
"org.apache.commons.lang3.ArrayUtils.subarray(boolean[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.subarray(byte[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.subarray(char[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.subarray(double[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.subarray(float[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.subarray(int[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.subarray(long[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.subarray(short[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.subarray(Object[],int,int)",3
"org.apache.commons.lang3.ArrayUtils.swap(boolean[],int,int,int)",5
"org.apache.commons.lang3.ArrayUtils.swap(byte[],int,int,int)",5
"org.apache.commons.lang3.ArrayUtils.swap(char[],int,int,int)",5
"org.apache.commons.lang3.ArrayUtils.swap(double[],int,int,int)",5
"org.apache.commons.lang3.ArrayUtils.swap(float[],int,int,int)",5
"org.apache.commons.lang3.ArrayUtils.swap(int[],int,int,int)",5
"org.apache.commons.lang3.ArrayUtils.swap(long[],int,int,int)",5
"org.apache.commons.lang3.ArrayUtils.swap(Object[],int,int,int)",5
"org.apache.commons.lang3.ArrayUtils.swap(short[],int,int,int)",6
org.apache.commons.lang3.ArrayUtils.toObject(boolean[]),3
org.apache.commons.lang3.ArrayUtils.toObject(byte[]),3
org.apache.commons.lang3.ArrayUtils.toObject(char[]),3
org.apache.commons.lang3.ArrayUtils.toObject(double[]),3
org.apache.commons.lang3.ArrayUtils.toObject(float[]),3
org.apache.commons.lang3.ArrayUtils.toObject(int[]),3
org.apache.commons.lang3.ArrayUtils.toObject(long[]),3
org.apache.commons.lang3.ArrayUtils.toObject(short[]),3
"org.apache.commons.lang3.ArrayUtils.toPrimitive(Boolean[],boolean)",5
org.apache.commons.lang3.ArrayUtils.toPrimitive(Byte[]),4
"org.apache.commons.lang3.ArrayUtils.toPrimitive(Byte[],byte)",5
org.apache.commons.lang3.ArrayUtils.toPrimitive(Character[]),4
"org.apache.commons.lang3.ArrayUtils.toPrimitive(Character[],char)",5
org.apache.commons.lang3.ArrayUtils.toPrimitive(Double[]),4
"org.apache.commons.lang3.ArrayUtils.toPrimitive(Double[],double)",5
org.apache.commons.lang3.ArrayUtils.toPrimitive(Float[]),4
"org.apache.commons.lang3.ArrayUtils.toPrimitive(Float[],float)",5
org.apache.commons.lang3.ArrayUtils.toPrimitive(Integer[]),4
"org.apache.commons.lang3.ArrayUtils.toPrimitive(Integer[],int)",5
org.apache.commons.lang3.ArrayUtils.toPrimitive(Long[]),4
"org.apache.commons.lang3.ArrayUtils.toPrimitive(Long[],long)",5
org.apache.commons.lang3.ArrayUtils.toPrimitive(Object),10
org.apache.commons.lang3.ArrayUtils.toPrimitive(Short[]),4
"org.apache.commons.lang3.ArrayUtils.toPrimitive(Short[],short)",5
"org.apache.commons.lang3.ArrayUtils.toString(Object,String)",2
"org.apache.commons.lang3.ArrayUtils.toStringArray(Object[],String)",3
org.apache.commons.lang3.reflect.TypeUtils.anyToString(Object),2
"org.apache.commons.lang3.reflect.TypeUtils.appendRecursiveTypes(StringBuilder,int[],Type[])",4
org.apache.commons.lang3.reflect.TypeUtils.classToString(Class),6
org.apache.commons.lang3.reflect.TypeUtils.containsTypeVariables(Type),12
"org.apache.commons.lang3.reflect.TypeUtils.determineTypeArguments(Class,ParameterizedType)",4
"org.apache.commons.lang3.reflect.TypeUtils.equals(GenericArrayType,Type)",3
"org.apache.commons.lang3.reflect.TypeUtils.equals(ParameterizedType,Type)",4
"org.apache.commons.lang3.reflect.TypeUtils.equals(Type,Type)",5
"org.apache.commons.lang3.reflect.TypeUtils.equals(Type[],Type[])",5
"org.apache.commons.lang3.reflect.TypeUtils.equals(WildcardType,Type)",4
"org.apache.commons.lang3.reflect.TypeUtils.extractTypeArgumentsFrom(Map,TypeVariable[])",2
org.apache.commons.lang3.reflect.TypeUtils.findRecursiveTypes(ParameterizedType),4
"org.apache.commons.lang3.reflect.TypeUtils.getClosestParentType(Class,Class)",22
org.apache.commons.lang3.reflect.TypeUtils.getImplicitBounds(TypeVariable),2
org.apache.commons.lang3.reflect.TypeUtils.getImplicitUpperBounds(WildcardType),2
"org.apache.commons.lang3.reflect.TypeUtils.getRawType(Type,Type)",11
"org.apache.commons.lang3.reflect.TypeUtils.getTypeArguments(Class,Class,Map)",10
"org.apache.commons.lang3.reflect.TypeUtils.getTypeArguments(ParameterizedType,Class,Map)",13
"org.apache.commons.lang3.reflect.TypeUtils.getTypeArguments(Type,Class,Map)",13
"org.apache.commons.lang3.reflect.TypeUtils.isAssignable(Type,Class)",17
"org.apache.commons.lang3.reflect.TypeUtils.isAssignable(Type,GenericArrayType,Map)",17
"org.apache.commons.lang3.reflect.TypeUtils.isAssignable(Type,ParameterizedType,Map)",56
"org.apache.commons.lang3.reflect.TypeUtils.isAssignable(Type,Type,Map)",7
"org.apache.commons.lang3.reflect.TypeUtils.isAssignable(Type,TypeVariable,Map)",20
"org.apache.commons.lang3.reflect.TypeUtils.isAssignable(Type,WildcardType,Map)",38
"org.apache.commons.lang3.reflect.TypeUtils.isInstance(Object,Type)",5
"org.apache.commons.lang3.reflect.TypeUtils.mapTypeVariablesToArguments(Class,ParameterizedType,Map)",8
org.apache.commons.lang3.reflect.TypeUtils.normalizeUpperBounds(Type[]),14
org.apache.commons.lang3.reflect.TypeUtils.parameterizedTypeToString(ParameterizedType),6
"org.apache.commons.lang3.reflect.TypeUtils.parameterizeWithOwner(Type,Class,Type[])",8
org.apache.commons.lang3.reflect.TypeUtils.toLongString(TypeVariable),4
org.apache.commons.lang3.reflect.TypeUtils.toString(Type),6
org.apache.commons.lang3.reflect.TypeUtils.typesSatisfyVariables(Map),7
org.apache.commons.lang3.reflect.TypeUtils.typeVariableToString(TypeVariable),18
"org.apache.commons.lang3.reflect.TypeUtils.unrollBounds(Map,Type[])",3
"org.apache.commons.lang3.reflect.TypeUtils.unrollVariables(Map,Type)",20
org.apache.commons.lang3.reflect.TypeUtils.wildcardTypeToString(WildcardType),10
"org.apache.commons.lang3.reflect.InheritanceUtils.distance(Class,Class)",6
"org.apache.commons.lang3.reflect.MethodUtils.distance(Class[],Class[])",7
org.apache.commons.lang3.reflect.MethodUtils.getAccessibleMethod(Method),4
"org.apache.commons.lang3.reflect.MethodUtils.getAccessibleMethodFromInterfaceNest(Class,String,Class[])",16
"org.apache.commons.lang3.reflect.MethodUtils.getAccessibleMethodFromSuperclass(Class,String,Class[])",4
org.apache.commons.lang3.reflect.MethodUtils.getAllSuperclassesAndInterfaces(Class),10
"org.apache.commons.lang3.reflect.MethodUtils.getAnnotation(Method,Class,boolean,boolean)",35
"org.apache.commons.lang3.reflect.MethodUtils.getMatchingMethod(Class,String,Class[])",10
"org.apache.commons.lang3.reflect.MethodUtils.getMethodsListWithAnnotation(Class,Class,boolean,boolean)",2
"org.apache.commons.lang3.reflect.MethodUtils.getOverrideHierarchy(Method,Interfaces)",7
"org.apache.commons.lang3.reflect.MethodUtils.getVarArgs(Object[],Class[])",6
"org.apache.commons.lang3.reflect.MethodUtils.invokeExactMethod(Object,String,Object[],Class[])",2
"org.apache.commons.lang3.reflect.MethodUtils.invokeExactStaticMethod(Class,String,Object[],Class[])",2
"org.apache.commons.lang3.reflect.MethodUtils.invokeMethod(Object,boolean,String,Object[],Class[])",8
"org.apache.commons.lang3.reflect.MethodUtils.invokeStaticMethod(Class,String,Object[],Class[])",2
"org.apache.commons.lang3.reflect.MethodUtils.toVarArgs(Method,Object[])",2
org.joda.time.DateTime.minusMonths(int),2
org.joda.time.DateTime.minusWeeks(int),2
org.joda.time.DateTime.minusDays(int),2
org.joda.time.DateTime.minusHours(int),2
org.joda.time.DateTime.minusMinutes(int),2
org.joda.time.DateTime.minusSeconds(int),2
org.joda.time.DateTime.minusMillis(int),2
org.joda.time.DateTime.property(DateTimeFieldType),3
org.joda.time.Years.years(int),7
"org.joda.time.Years.yearsBetween(ReadablePartial,ReadablePartial)",3
org.joda.time.Years.yearsIn(ReadableInterval),2
org.joda.time.Years.parseYears(String),2
org.joda.time.Years.plus(int),2
org.joda.time.Years.plus(Years),2
org.joda.time.Years.minus(Years),2
org.joda.time.Years.dividedBy(int),2
org.joda.time.tz.ZoneInfoCompiler.main(String[]),45
org.joda.time.tz.ZoneInfoCompiler.getStartOfYear(),2
org.joda.time.tz.ZoneInfoCompiler.getLenientISOChronology(),2
"org.joda.time.tz.ZoneInfoCompiler.writeZoneInfoMap(DataOutputStream,Map)",36
"org.joda.time.tz.ZoneInfoCompiler.parseYear(String,int)",4
org.joda.time.tz.ZoneInfoCompiler.parseMonth(String),2
org.joda.time.tz.ZoneInfoCompiler.parseDayOfWeek(String),2
org.joda.time.tz.ZoneInfoCompiler.parseTime(String),7
org.joda.time.tz.CachedDateTimeZone.forZone(DateTimeZone),2
org.joda.time.tz.CachedDateTimeZone.equals(Object),3
org.joda.time.tz.CachedDateTimeZone.getInfo(long),3
org.joda.time.tz.CachedDateTimeZone.createInfo(long),4
org.joda.time.tz.ZoneInfoProvider.getZone(String),6
"org.joda.time.tz.DefaultNameProvider.getShortName(Locale,String,String)",2
"org.joda.time.tz.DefaultNameProvider.getName(Locale,String,String)",2
"org.joda.time.tz.DefaultNameProvider.getShortName(Locale,String,String,boolean)",2
"org.joda.time.tz.DefaultNameProvider.getName(Locale,String,String,boolean)",2
"org.joda.time.tz.DateTimeZoneBuilder.readFrom(InputStream,String)",2
"org.joda.time.tz.DateTimeZoneBuilder.readFrom(DataInput,String)",5
"org.joda.time.tz.DateTimeZoneBuilder.buildFixedZone(String,String,int,int)",5
"org.joda.time.tz.DateTimeZoneBuilder.addCutover(int,char,int,int,int,boolean,int)",2
"org.joda.time.tz.DateTimeZoneBuilder.addRecurringSavings(String,int,int,int,char,int,int,int,boolean,int)",2
org.joda.time.tz.DateTimeZoneBuilder.getLastRuleSet(),2
"org.joda.time.tz.DateTimeZoneBuilder.addTransition(ArrayList,Transition)",6
"org.joda.time.tz.DateTimeZoneBuilder.writeTo(String,OutputStream)",2
"org.joda.time.tz.DateTimeZoneBuilder.writeTo(String,DataOutput)",3
org.joda.time.tz.UTCProvider.getZone(String),2
org.joda.time.tz.FixedDateTimeZone.toTimeZone(),4
org.joda.time.tz.FixedDateTimeZone.equals(Object),6
org.joda.time.LocalDate.now(DateTimeZone),2
org.joda.time.LocalDate.now(Chronology),2
org.joda.time.LocalDate.fromCalendarFields(Calendar),3
org.joda.time.LocalDate.fromDateFields(Date),3
org.joda.time.LocalDate.readResolve(),3
"org.joda.time.LocalDate.getField(int,Chronology)",4
org.joda.time.LocalDate.getValue(int),4
org.joda.time.LocalDate.get(DateTimeFieldType),3
org.joda.time.LocalDate.isSupported(DateTimeFieldType),4
org.joda.time.LocalDate.isSupported(DurationFieldType),4
org.joda.time.LocalDate.equals(Object),5
org.joda.time.LocalDate.hashCode(),2
org.joda.time.LocalDate.compareTo(ReadablePartial),6
org.joda.time.LocalDate.toLocalDateTime(LocalTime),3
"org.joda.time.LocalDate.toDateTime(LocalTime,DateTimeZone)",3
org.joda.time.LocalDate.toDate(),7
org.joda.time.LocalDate.withLocalMillis(long),2
org.joda.time.LocalDate.withFields(ReadablePartial),2
"org.joda.time.LocalDate.withField(DateTimeFieldType,int)",3
"org.joda.time.LocalDate.withFieldAdded(DurationFieldType,int)",4
"org.joda.time.LocalDate.withPeriodAdded(ReadablePeriod,int)",5
org.joda.time.LocalDate.plusYears(int),2
org.joda.time.LocalDate.plusMonths(int),2
org.joda.time.LocalDate.plusWeeks(int),2
org.joda.time.LocalDate.plusDays(int),2
org.joda.time.LocalDate.minusYears(int),2
org.joda.time.LocalDate.minusMonths(int),2
org.joda.time.LocalDate.minusWeeks(int),2
org.joda.time.LocalDate.minusDays(int),2
org.joda.time.LocalDate.property(DateTimeFieldType),3
org.joda.time.LocalDate.toString(String),2
"org.joda.time.LocalDate.toString(String,Locale)",2
"org.joda.time.IllegalInstantException.createMessage(long,String)",2
org.joda.time.IllegalInstantException.isIllegalInstant(Throwable),4
"org.joda.time.Period.fieldDifference(ReadablePartial,ReadablePartial)",12
org.joda.time.Period.withPeriodType(PeriodType),2
org.joda.time.Period.withFields(ReadablePeriod),2
"org.joda.time.Period.withField(DurationFieldType,int)",2
"org.joda.time.Period.withFieldAdded(DurationFieldType,int)",3
org.joda.time.Period.plus(ReadablePeriod),2
org.joda.time.Period.plusYears(int),2
org.joda.time.Period.plusMonths(int),2
org.joda.time.Period.plusWeeks(int),2
org.joda.time.Period.plusDays(int),2
org.joda.time.Period.plusHours(int),2
org.joda.time.Period.plusMinutes(int),2
org.joda.time.Period.plusSeconds(int),2
org.joda.time.Period.plusMillis(int),2
org.joda.time.Period.minus(ReadablePeriod),2
org.joda.time.Period.multipliedBy(int),4
org.joda.time.Period.checkYearsAndMonths(String),3
org.joda.time.Period.normalizedStandard(PeriodType),17
org.joda.time.base.AbstractInstant.get(DateTimeFieldType),2
org.joda.time.base.AbstractInstant.isSupported(DateTimeFieldType),2
org.joda.time.base.AbstractInstant.get(DateTimeField),2
org.joda.time.base.AbstractInstant.equals(Object),5
org.joda.time.base.AbstractInstant.compareTo(ReadableInstant),4
org.joda.time.base.AbstractInstant.toString(DateTimeFormatter),2
org.joda.time.base.AbstractPartial.getFieldTypes(),2
org.joda.time.base.AbstractPartial.getFields(),2
org.joda.time.base.AbstractPartial.isSupported(DateTimeFieldType),2
org.joda.time.base.AbstractPartial.indexOf(DateTimeFieldType),4
org.joda.time.base.AbstractPartial.indexOfSupported(DateTimeFieldType),2
org.joda.time.base.AbstractPartial.indexOf(DurationFieldType),4
org.joda.time.base.AbstractPartial.indexOfSupported(DurationFieldType),2
org.joda.time.base.AbstractPartial.equals(Object),9
org.joda.time.base.AbstractPartial.hashCode(),2
org.joda.time.base.AbstractPartial.compareTo(ReadablePartial),16
org.joda.time.base.AbstractPartial.isAfter(ReadablePartial),3
org.joda.time.base.AbstractPartial.isBefore(ReadablePartial),3
org.joda.time.base.AbstractPartial.isEqual(ReadablePartial),3
org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer.setIndex(int),2
org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer.getImmediateNode(),3
org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer.setValue(Object),4
org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer.remove(),2
"org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer.compareChildNodePointers(NodePointer,NodePointer)",2
"org.apache.commons.jxpath.ri.model.beans.CollectionPointerFactory.createNodePointer(QName,Object,Locale)",2
"org.apache.commons.jxpath.ri.model.beans.CollectionPointerFactory.createNodePointer(NodePointer,QName,Object)",2
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.setPropertyIndex(int),2
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.getBean(),2
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.isActual(),2
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.getImmediateNode(),3
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.isCollection(),3
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.isLeaf(),3
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.getLength(),2
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.createPath(JXPathContext),5
"org.apache.commons.jxpath.ri.model.beans.PropertyPointer.createPath(JXPathContext,Object)",3
"org.apache.commons.jxpath.ri.model.beans.PropertyPointer.createChild(JXPathContext,QName,int,Object)",2
"org.apache.commons.jxpath.ri.model.beans.PropertyPointer.createChild(JXPathContext,QName,int)",2
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.equals(Object),24
"org.apache.commons.jxpath.ri.model.beans.BeanPointerFactory.createNodePointer(NodePointer,QName,Object)",2
org.apache.commons.jxpath.ri.model.dom.NamespacePointer.getNamespaceURI(),2
org.apache.commons.jxpath.ri.model.dom.NamespacePointer.testNode(NodeTest),4
org.apache.commons.jxpath.ri.model.dom.NamespacePointer.asPath(),4
org.apache.commons.jxpath.ri.model.dom.NamespacePointer.equals(Object),3
"org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.testNode(Node,NodeTest)",33
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getName(),3
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getNamespaceResolver(),2
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getDefaultNamespaceURI(),52
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.isLeaf(),2
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.isLanguage(String),2
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.setValue(Object),22
"org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.createChild(JXPathContext,QName,int)",14
"org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.createAttribute(JXPathContext,QName)",7
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.remove(),2
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.asPath(),29
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getRelativePositionByQName(),4
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.matchesQName(Node),4
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getRelativePositionOfElement(),3
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getRelativePositionOfTextNode(),4
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getRelativePositionOfPI(),4
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.equals(Object),4
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getNamespaceURI(Node),52
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getValue(),3
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.stringValue(Node),23
"org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getPointerByID(JXPathContext,String)",4
"org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.compareChildNodePointers(NodePointer,NodePointer)",76
org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer.getNamespaceURI(),2
org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer.getValue(),4
org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer.testNode(NodeTest),4
org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer.asPath(),4
org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer.equals(Object),4
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.getNodePointer(),4
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.previous(),32
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.next(),48
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator.testAttr(Attr),39
"org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator.getAttribute(Element,QName)",12
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator.getNodePointer(),5
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator.setPosition(int),3
"org.apache.commons.jxpath.ri.model.dom.DOMPointerFactory.createNodePointer(QName,Object,Locale)",2
"org.apache.commons.jxpath.ri.model.dom.DOMPointerFactory.createNodePointer(NodePointer,QName,Object)",2
"org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator.collectNamespaces(List,Node)",36
org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator.getNodePointer(),13
org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator.setPosition(int),3
"org.apache.commons.jxpath.ri.model.VariablePointerFactory.createNodePointer(QName,Object,Locale)",5
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributePointer.getNamespaceURI(),3
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributePointer.asPath(),4
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributePointer.equals(Object),4
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getNamespaceResolver(),2
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getNamespaceURI(String),13
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.compareChildNodePointers(NodePointer,NodePointer)",84
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.isLeaf(),3
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getName(),5
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getValue(),30
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.setValue(Object),12
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.addContent(List),7
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.testNode(NodePointer,Object,NodeTest)",31
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.isLanguage(String),2
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.findEnclosingAttribute(Object,String,Namespace)",8
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.createChild(JXPathContext,QName,int)",14
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.createAttribute(JXPathContext,QName)",6
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.remove(),2
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.asPath(),29
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getRelativePositionByQName(),18
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.matchesQName(Element),4
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getRelativePositionOfElement(),19
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getRelativePositionOfTextNode(),34
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getRelativePositionOfPI(),26
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.equals(Object),4
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator.getNodePointer(),5
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator.setPosition(int),4
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespacePointer.getNamespaceURI(),2
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespacePointer.asPath(),4
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespacePointer.equals(Object),4
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator.collectNamespaces(Element),24
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator.getNodePointer(),5
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator.setPosition(int),4
"org.apache.commons.jxpath.ri.model.jdom.JDOMPointerFactory.createNodePointer(QName,Object,Locale)",3
"org.apache.commons.jxpath.ri.model.jdom.JDOMPointerFactory.createNodePointer(NodePointer,QName,Object)",3
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.getNodePointer(),3
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.next(),24
org.apache.commons.jxpath.ri.QName.equals(Object),3
org.apache.commons.jxpath.ri.InfoSetUtil.stringValue(Object),10
org.apache.commons.jxpath.ri.InfoSetUtil.number(Object),10
org.apache.commons.jxpath.ri.InfoSetUtil.doubleValue(Object),11
org.apache.commons.jxpath.ri.InfoSetUtil.booleanValue(Object),14
"org.apache.commons.jxpath.ri.NamespaceResolver.getPrefix(NodePointer,String)",16
"org.apache.commons.jxpath.ri.NamespaceResolver.registerNamespace(String,String)",2
org.apache.commons.jxpath.ri.NamespaceResolver.getNamespaceContextPointer(),3
org.apache.commons.jxpath.ri.NamespaceResolver.getNamespaceURI(String),3
org.apache.commons.jxpath.ri.NamespaceResolver.getExternallyRegisteredNamespaceURI(String),3
org.apache.commons.jxpath.ri.NamespaceResolver.getPrefix(String),3
org.apache.commons.jxpath.ri.NamespaceResolver.getExternallyRegisteredPrefix(String),3
org.apache.commons.jxpath.ri.NamespaceResolver.seal(),2
org.apache.commons.jxpath.ri.NamespaceResolver.clone(),5
org.apache.commons.jxpath.ri.compiler.CoreOperationOr.computeValue(EvalContext),4
org.apache.commons.jxpath.ri.compiler.ExpressionPath.computeContextDependent(),6
org.apache.commons.jxpath.ri.compiler.ExpressionPath.isSimpleExpressionPath(),4
org.apache.commons.jxpath.ri.compiler.ExpressionPath.toString(),36
org.apache.commons.jxpath.ri.compiler.LocationPath.computeContextDependent(),3
org.apache.commons.jxpath.ri.compiler.LocationPath.toString(),5
org.apache.commons.jxpath.ri.compiler.LocationPath.compute(EvalContext),2
org.apache.commons.jxpath.ri.compiler.LocationPath.computeValue(EvalContext),2
org.apache.commons.jxpath.ri.compiler.CoreOperationAnd.computeValue(EvalContext),4
org.apache.commons.jxpath.ri.compiler.Operation.computeContextDependent(),5
org.apache.commons.jxpath.ri.compiler.Constant.toString(),2
org.apache.commons.jxpath.ri.compiler.Expression.isContextDependent(),2
org.apache.commons.jxpath.ri.compiler.Expression.iterate(EvalContext),3
org.apache.commons.jxpath.ri.compiler.Expression.iteratePointers(EvalContext),4
"org.apache.commons.jxpath.ri.compiler.TreeCompiler.equal(Object,Object)",2
org.apache.commons.jxpath.ri.compiler.TreeCompiler.isNameAttributeTest(Expression),6
org.apache.commons.jxpath.ri.compiler.Step.isContextDependent(),5
org.apache.commons.jxpath.ri.compiler.CoreOperationUnion.computeValue(EvalContext),3
org.apache.commons.jxpath.ri.compiler.CoreOperationCompare.computeValue(EvalContext),2
"org.apache.commons.jxpath.ri.compiler.CoreOperationCompare.contains(Iterator,Object)",4
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression.computeValue(EvalContext),2
"org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression.compute(Object,Object)",60
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression.reduce(Object),4
"org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression.containsMatch(Iterator,Object)",4
"org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression.containsMatch(Object,Iterator)",4
org.apache.commons.jxpath.ri.compiler.ExtensionFunction.toString(),4
org.apache.commons.jxpath.ri.compiler.ExtensionFunction.computeValue(EvalContext),9
org.apache.commons.jxpath.ri.compiler.ExtensionFunction.convert(Object),2
org.apache.commons.jxpath.ri.compiler.CoreOperation.toString(),6
"org.apache.commons.jxpath.ri.compiler.CoreOperation.parenthesize(Expression,boolean)",6
org.apache.commons.jxpath.ri.compiler.CoreOperationAdd.computeValue(EvalContext),2
org.apache.commons.jxpath.ri.compiler.Path.computeContextDependent(),5
org.apache.commons.jxpath.ri.compiler.Path.isSimplePath(),5
org.apache.commons.jxpath.ri.compiler.Path.isSimpleStep(Step),10
org.apache.commons.jxpath.ri.compiler.Path.areBasicPredicates(Expression[]),14
org.apache.commons.jxpath.ri.compiler.Path.getSingleNodePointerForSteps(EvalContext),3
"org.apache.commons.jxpath.ri.compiler.Path.buildContextChain(EvalContext,int,boolean)",12
"org.apache.commons.jxpath.ri.compiler.Path.createContextForStep(EvalContext,int,NodeTest)",42
org.apache.commons.jxpath.ri.compiler.CoreFunction.getFunctionName(),31
org.apache.commons.jxpath.ri.compiler.CoreFunction.computeContextDependent(),9
org.apache.commons.jxpath.ri.compiler.CoreFunction.toString(),4
org.apache.commons.jxpath.ri.compiler.CoreFunction.computeValue(EvalContext),32
org.apache.commons.jxpath.ri.compiler.CoreFunction.functionLast(EvalContext),4
org.apache.commons.jxpath.ri.compiler.CoreFunction.functionCount(EvalContext),10
org.apache.commons.jxpath.ri.compiler.CoreFunction.functionLang(EvalContext),3
org.apache.commons.jxpath.ri.compiler.CoreFunction.functionKey(EvalContext),9
org.apache.commons.jxpath.ri.compiler.CoreFunction.functionNamespaceURI(EvalContext),6
