"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"org.apache.commons.codec.binary.Hex.decode(Object).object","Parameter_1","Belong to org.apache.commons.codec.binary.Hex.decode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.encode(byte[])","Method","* Converts an array of bytes into an array of bytes for the characters representing the hexadecimal values of each
     * byte in order. The returned array will be double the length of the passed array, as it takes two characters to
     * represent any given byte.
     * <p>
     * The conversion from hexadecimal characters to the returned bytes is performed with the charset named by
     * {@link #getCharset()}.
     * </p>
     *
     * @param array a byte[] to convert to hexadecimal characters
     * @return A byte[] containing the bytes of the lower-case hexadecimal characters
     * @since 1.7 No longer throws IllegalStateException if the charsetName is invalid.
     * @see #encodeHex(byte[])","@Override
public byte[] encode(final byte[] array) {
    return encodeHexString(array).getBytes(getCharset());
}","byte[]","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.encode(byte[]).array","Parameter_1","Belong to org.apache.commons.codec.binary.Hex.encode(byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.encode(ByteBuffer)","Method","* Converts byte buffer into an array of bytes for the characters representing the hexadecimal values of each byte
     * in order. The returned array will be double the length of the passed array, as it takes two characters to
     * represent any given byte.
     *
     * <p>The conversion from hexadecimal characters to the returned bytes is performed with the charset named by
     * {@link #getCharset()}.</p>
     *
     * <p>All bytes identified by {@link ByteBuffer#remaining()} will be used; after this method
     * the value {@link ByteBuffer#remaining() remaining()} will be zero.</p>
     *
     * @param array a byte buffer to convert to hexadecimal characters
     * @return A byte[] containing the bytes of the lower-case hexadecimal characters
     * @see #encodeHex(byte[])
     * @since 1.11","public byte[] encode(final ByteBuffer array) {
    return encodeHexString(array).getBytes(getCharset());
}","byte[]","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.encode(ByteBuffer).array","Parameter_1","Belong to org.apache.commons.codec.binary.Hex.encode(ByteBuffer)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.encode(Object)","Method","* Converts a String or an array of bytes into an array of characters representing the hexadecimal values of each
     * byte in order. The returned array will be double the length of the passed String or array, as it takes two
     * characters to represent any given byte.
     * <p>
     * The conversion from hexadecimal characters to bytes to be encoded to performed with the charset named by
     * {@link #getCharset()}.
     * </p>
     *
     * @param object a String, ByteBuffer, or byte[] to convert to hexadecimal characters
     * @return A char[] containing lower-case hexadecimal characters
     * @throws EncoderException Thrown if the given object is not a String or byte[]
     * @see #encodeHex(byte[])","@Override
public Object encode(final Object object) throws EncoderException {
    final byte[] byteArray;
    if (object instanceof String) {
        byteArray = ((String) object).getBytes(getCharset());
    } else if (object instanceof ByteBuffer) {
        byteArray = toByteArray((ByteBuffer) object);
    } else {
        try {
            byteArray = (byte[]) object;
        } catch (final ClassCastException e) {
            throw new EncoderException(e.getMessage(), e);
        }
    }
    return encodeHex(byteArray);
}","Object","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.encode(Object).object","Parameter_1","Belong to org.apache.commons.codec.binary.Hex.encode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.getCharset()","Method","* Gets the charset.
     *
     * @return the charset.
     * @since 1.7","public Charset getCharset() {
    return this.charset;
}","Charset","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.getCharsetName()","Method","* Gets the charset name.
     *
     * @return the charset name.
     * @since 1.4","public String getCharsetName() {
    return this.charset.name();
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.toString()","Method","* Returns a string representation of the object, which includes the charset name.
     *
     * @return a string representation of the object.","@Override
public String toString() {
    return super.toString() + ""[charsetName="" + this.charset + ""]"";
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.<init>()","Constructor","* Creates a new codec with the default charset name {@link #DEFAULT_CHARSET}","public Hex() {
    // use default encoding
    this.charset = DEFAULT_CHARSET;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.<init>(Charset)","Constructor","* Creates a new codec with the given Charset.
     *
     * @param charset the charset.
     * @since 1.7","public Hex(final Charset charset) {
    this.charset = charset;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.<init>(Charset).charset","Parameter_1","Belong to org.apache.commons.codec.binary.Hex.<init>(Charset)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.<init>(String)","Constructor","* Creates a new codec with the given charset name.
     *
     * @param charsetName the charset name.
     * @throws java.nio.charset.UnsupportedCharsetException If the named charset is unavailable
     * @since 1.4
     * @since 1.7 throws UnsupportedCharsetException if the named charset is unavailable","public Hex(final String charsetName) {
    this(Charset.forName(charsetName));
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Hex.<init>(String).charsetName","Parameter_1","Belong to org.apache.commons.codec.binary.Hex.<init>(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream","Class","* Abstract superclass for Base-N output streams.
 * <p>
 * To write the EOF marker without closing the stream, call {@link #eof()} or use an <a
 * href=""https://commons.apache.org/proper/commons-io/"">Apache Commons IO</a> <a href=
 * ""https://commons.apache.org/proper/commons-io/apidocs/org/apache/commons/io/output/CloseShieldOutputStream.html""
 * >CloseShieldOutputStream</a>.
 * </p>
 *
 * @since 1.5","Class do not obtain Source Code","No return type","public ","java.io.FilterOutputStream",""
"org.apache.commons.codec.binary.BaseNCodecOutputStream.doEncode","Field","No Comment","private final boolean doEncode;","No return type","private , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.baseNCodec","Field","No Comment","private final BaseNCodec baseNCodec;","No return type","private , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.singleByte","Field","No Comment","private final byte[] singleByte = new byte[1];","No return type","private , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.context","Field","No Comment","private final Context context = new Context();","No return type","private , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.close()","Method","* Closes this output stream and releases any system resources associated with the stream.
     * <p>
     * To write the EOF marker without closing the stream, call {@link #eof()} or use an
     * <a href=""https://commons.apache.org/proper/commons-io/"">Apache Commons IO</a> <a href=
     * ""https://commons.apache.org/proper/commons-io/apidocs/org/apache/commons/io/output/CloseShieldOutputStream.html""
     * >CloseShieldOutputStream</a>.
     * </p>
     *
     * @throws IOException
     *             if an I/O error occurs.","@Override
public void close() throws IOException {
    eof();
    flush();
    out.close();
}","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.eof()","Method","* Writes EOF.
     *
     * @since 1.11","public void eof() {
    // Notify encoder of EOF (-1).
    if (doEncode) {
        baseNCodec.encode(singleByte, 0, EOF, context);
    } else {
        baseNCodec.decode(singleByte, 0, EOF, context);
    }
}","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.flush()","Method","* Flushes this output stream and forces any buffered output bytes to be written out to the stream.
     *
     * @throws IOException
     *             if an I/O error occurs.","@Override
public void flush() throws IOException {
    flush(true);
}","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(boolean)","Method","* Flushes this output stream and forces any buffered output bytes to be written out to the stream. If propagate is
     * true, the wrapped stream will also be flushed.
     *
     * @param propagate
     *            boolean flag to indicate whether the wrapped OutputStream should also be flushed.
     * @throws IOException
     *             if an I/O error occurs.","private void flush(final boolean propagate) throws IOException {
    final int avail = baseNCodec.available(context);
    if (avail > 0) {
        final byte[] buf = new byte[avail];
        final int c = baseNCodec.readResults(buf, 0, avail, context);
        if (c > 0) {
            out.write(buf, 0, c);
        }
    }
    if (propagate) {
        out.flush();
    }
}","void","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(boolean).propagate","Parameter_1","Belong to org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.isStrictDecoding()","Method","* Returns true if decoding behavior is strict. Decoding will raise an
     * {@link IllegalArgumentException} if trailing bits are not part of a valid encoding.
     *
     * <p>
     * The default is false for lenient encoding. Decoding will compose trailing bits
     * into 8-bit bytes and discard the remainder.
     * </p>
     *
     * @return true if using strict decoding
     * @since 1.15","public boolean isStrictDecoding() {
    return baseNCodec.isStrictDecoding();
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.write(byte[],int,int)","Method","* Writes {@code len} bytes from the specified {@code b} array starting at {@code offset} to this
     * output stream.
     *
     * @param array
     *            source byte array
     * @param offset
     *            where to start reading the bytes
     * @param len
     *            maximum number of bytes to write
     *
     * @throws IOException
     *             if an I/O error occurs.
     * @throws NullPointerException
     *             if the byte array parameter is null
     * @throws IndexOutOfBoundsException
     *             if offset, len or buffer size are invalid","@Override
public void write(final byte[] array, final int offset, final int len) throws IOException {
    Objects.requireNonNull(array, ""array"");
    if (offset < 0 || len < 0 || offset > array.length || offset + len > array.length) {
        throw new IndexOutOfBoundsException();
    }
    if (len > 0) {
        if (doEncode) {
            baseNCodec.encode(array, offset, len, context);
        } else {
            baseNCodec.decode(array, offset, len, context);
        }
        flush(false);
    }
}","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.write(byte[],int,int).array","Parameter_1","Belong to org.apache.commons.codec.binary.BaseNCodecOutputStream.write(byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.write(byte[],int,int).offset","Parameter_2","Belong to org.apache.commons.codec.binary.BaseNCodecOutputStream.write(byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.write(byte[],int,int).len","Parameter_3","Belong to org.apache.commons.codec.binary.BaseNCodecOutputStream.write(byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.write(int)","Method","* Writes the specified {@code byte} to this output stream.
     *
     * @param i
     *            source byte
     * @throws IOException
     *             if an I/O error occurs.","@Override
public void write(final int i) throws IOException {
    singleByte[0] = (byte) i;
    write(singleByte, 0, 1);
}","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.write(int).i","Parameter_1","Belong to org.apache.commons.codec.binary.BaseNCodecOutputStream.write(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.<init>(OutputStream,BaseNCodec,boolean)","Constructor","* Constructs a new instance.
     *
     * TODO should this be protected?
     *
     * @param outputStream the underlying output or null.
     * @param basedCodec a BaseNCodec.
     * @param doEncode true to encode, false to decode, TODO should be an enum?","public BaseNCodecOutputStream(final OutputStream outputStream, final BaseNCodec basedCodec, final boolean doEncode) {
    super(outputStream);
    this.baseNCodec = basedCodec;
    this.doEncode = doEncode;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.<init>(OutputStream,BaseNCodec,boolean).outputStream","Parameter_1","Belong to org.apache.commons.codec.binary.BaseNCodecOutputStream.<init>(OutputStream,BaseNCodec,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.<init>(OutputStream,BaseNCodec,boolean).basedCodec","Parameter_2","Belong to org.apache.commons.codec.binary.BaseNCodecOutputStream.<init>(OutputStream,BaseNCodec,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BaseNCodecOutputStream.<init>(OutputStream,BaseNCodec,boolean).doEncode","Parameter_3","Belong to org.apache.commons.codec.binary.BaseNCodecOutputStream.<init>(OutputStream,BaseNCodec,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream","Class","* Provides Base64 decoding in a streaming fashion (unlimited size). When encoding the default lineLength
 * is 76 characters and the default lineEnding is CRLF, but these can be overridden by using the appropriate
 * constructor.
 * <p>
 * The default behavior of the Base64InputStream is to DECODE, whereas the default behavior of the Base64OutputStream
 * is to ENCODE, but this behavior can be overridden by using a different constructor.
 * </p>
 * <p>
 * This class implements section <cite>6.8. Base64 Content-Transfer-Encoding</cite> from RFC 2045 <cite>Multipurpose
 * Internet Mail Extensions (MIME) Part One: Format of Internet Message Bodies</cite> by Freed and Borenstein.
 * </p>
 * <p>
 * Since this class operates directly on byte streams, and not character streams, it is hard-coded to only encode/decode
 * character encodings which are compatible with the lower 127 ASCII chart (ISO-8859-1, Windows-1252, UTF-8, etc).
 * </p>
 * <p>
 * You can set the decoding behavior when the input bytes contain leftover trailing bits that cannot be created by a
 * valid encoding. These can be bits that are unused from the final character or entire characters. The default mode is
 * lenient decoding.
 * </p>
 * <ul>
 * <li>Lenient: Any trailing bits are composed into 8-bit bytes where possible. The remainder are discarded.
 * <li>Strict: The decoding will raise an {@link IllegalArgumentException} if trailing bits are not part of a valid
 * encoding. Any unused bits from the final character must be zero. Impossible counts of entire final characters are not
 * allowed.
 * </ul>
 * <p>
 * When strict decoding is enabled it is expected that the decoded bytes will be re-encoded to a byte array that matches
 * the original, i.e. no changes occur on the final character. This requires that the input bytes use the same padding
 * and alphabet as the encoder.
 * </p>
 * @see <a href=""http://www.ietf.org/rfc/rfc2045.txt"">RFC 2045</a>
 * @since 1.4","Class do not obtain Source Code","No return type","public ","org.apache.commons.codec.binary.BaseNCodecInputStream",""
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream)","Constructor","* Constructs a Base64InputStream such that all data read is Base64-decoded from the original provided InputStream.
     *
     * @param inputStream
     *            InputStream to wrap.","public Base64InputStream(final InputStream inputStream) {
    this(inputStream, false);
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream).inputStream","Parameter_1","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean)","Constructor","* Constructs a Base64InputStream such that all data read is either Base64-encoded or Base64-decoded from the original
     * provided InputStream.
     *
     * @param inputStream
     *            InputStream to wrap.
     * @param doEncode
     *            true if we should encode all data read from us, false if we should decode.","public Base64InputStream(final InputStream inputStream, final boolean doEncode) {
    super(inputStream, new Base64(false), doEncode);
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean).inputStream","Parameter_1","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean).doEncode","Parameter_2","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[])","Constructor","* Constructs a Base64InputStream such that all data read is either Base64-encoded or Base64-decoded from the original
     * provided InputStream.
     *
     * @param inputStream
     *            InputStream to wrap.
     * @param doEncode
     *            true if we should encode all data read from us, false if we should decode.
     * @param lineLength
     *            If doEncode is true, each line of encoded data will contain lineLength characters (rounded down to
     *            the nearest multiple of 4). If lineLength &lt;= 0, the encoded data is not divided into lines. If
     *            doEncode is false, lineLength is ignored.
     * @param lineSeparator
     *            If doEncode is true, each line of encoded data will be terminated with this byte sequence (for example \r\n).
     *            If lineLength &lt;= 0, the lineSeparator is not used. If doEncode is false lineSeparator is ignored.","public Base64InputStream(final InputStream inputStream, final boolean doEncode, final int lineLength, final byte[] lineSeparator) {
    super(inputStream, new Base64(lineLength, lineSeparator), doEncode);
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[]).inputStream","Parameter_1","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[]).doEncode","Parameter_2","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[]).lineLength","Parameter_3","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[]).lineSeparator","Parameter_4","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy)","Constructor","* Constructs a Base64InputStream such that all data read is either Base64-encoded or Base64-decoded from the original
     * provided InputStream.
     *
     * @param inputStream
     *            InputStream to wrap.
     * @param doEncode
     *            true if we should encode all data read from us, false if we should decode.
     * @param lineLength
     *            If doEncode is true, each line of encoded data will contain lineLength characters (rounded down to
     *            the nearest multiple of 4). If lineLength &lt;= 0, the encoded data is not divided into lines. If
     *            doEncode is false, lineLength is ignored.
     * @param lineSeparator
     *            If doEncode is true, each line of encoded data will be terminated with this byte sequence (for example \r\n).
     *            If lineLength &lt;= 0, the lineSeparator is not used. If doEncode is false lineSeparator is ignored.
     * @param decodingPolicy The decoding policy.
     * @since 1.15","public Base64InputStream(final InputStream inputStream, final boolean doEncode, final int lineLength, final byte[] lineSeparator, final CodecPolicy decodingPolicy) {
    super(inputStream, new Base64(lineLength, lineSeparator, false, decodingPolicy), doEncode);
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy).inputStream","Parameter_1","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy).doEncode","Parameter_2","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy).lineLength","Parameter_3","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy).lineSeparator","Parameter_4","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy).decodingPolicy","Parameter_5","Belong to org.apache.commons.codec.binary.Base64InputStream.<init>(InputStream,boolean,int,byte[],CodecPolicy)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec","Class","* Converts between byte arrays and strings of ""0""s and ""1""s.
 *
 * <p>This class is immutable and thread-safe.</p>
 *
 * TODO: may want to add more bit vector functions like and/or/xor/nand
 * TODO: also might be good to generate boolean[] from byte[] et cetera.
 *
 * @since 1.3","Class do not obtain Source Code","No return type","public ","","org.apache.commons.codec.BinaryDecoder;org.apache.commons.codec.BinaryEncoder"
"org.apache.commons.codec.binary.BinaryCodec.EMPTY_CHAR_ARRAY","Field","Empty char array.","private static final char[] EMPTY_CHAR_ARRAY = {};","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.EMPTY_BYTE_ARRAY","Field","Empty byte array.","private static final byte[] EMPTY_BYTE_ARRAY = {};","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BIT_0","Field","Mask for bit 0 of a byte.","private static final int BIT_0 = 1;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BIT_1","Field","Mask for bit 1 of a byte.","private static final int BIT_1 = 0x02;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BIT_2","Field","Mask for bit 2 of a byte.","private static final int BIT_2 = 0x04;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BIT_3","Field","Mask for bit 3 of a byte.","private static final int BIT_3 = 0x08;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BIT_4","Field","Mask for bit 4 of a byte.","private static final int BIT_4 = 0x10;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BIT_5","Field","Mask for bit 5 of a byte.","private static final int BIT_5 = 0x20;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BIT_6","Field","Mask for bit 6 of a byte.","private static final int BIT_6 = 0x40;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BIT_7","Field","Mask for bit 7 of a byte.","private static final int BIT_7 = 0x80;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.BITS","Field","No Comment","private static final int[] BITS = { BIT_0, BIT_1, BIT_2, BIT_3, BIT_4, BIT_5, BIT_6, BIT_7 };","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.fromAscii(byte[])","Method","* Decodes a byte array where each byte represents an ASCII '0' or '1'.
     *
     * @param ascii
     *                  each byte represents an ASCII '0' or '1'
     * @return the raw encoded binary where each bit corresponds to a byte in the byte array argument","public static byte[] fromAscii(final byte[] ascii) {
    if (isEmpty(ascii)) {
        return EMPTY_BYTE_ARRAY;
    }
    final int asciiLength = ascii.length;
    // get length/8 times bytes with 3 bit shifts to the right of the length
    final byte[] raw = new byte[asciiLength >> 3];
    /*
         * We decr index jj by 8 as we go along to not recompute indices using multiplication every time inside the
         * loop.
         */
    for (int ii = 0, jj = asciiLength - 1; ii < raw.length; ii++, jj -= 8) {
        for (int bits = 0; bits < BITS.length; ++bits) {
            if (ascii[jj - bits] == '1') {
                raw[ii] |= BITS[bits];
            }
        }
    }
    return raw;
}","byte[]","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.fromAscii(byte[]).ascii","Parameter_1","Belong to org.apache.commons.codec.binary.BinaryCodec.fromAscii(byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.fromAscii(char[])","Method","* Decodes a char array where each char represents an ASCII '0' or '1'.
     *
     * @param ascii
     *                  each char represents an ASCII '0' or '1'
     * @return the raw encoded binary where each bit corresponds to a char in the char array argument","public static byte[] fromAscii(final char[] ascii) {
    if (ascii == null || ascii.length == 0) {
        return EMPTY_BYTE_ARRAY;
    }
    final int asciiLength = ascii.length;
    // get length/8 times bytes with 3 bit shifts to the right of the length
    final byte[] raw = new byte[asciiLength >> 3];
    /*
         * We decr index jj by 8 as we go along to not recompute indices using multiplication every time inside the
         * loop.
         */
    for (int ii = 0, jj = asciiLength - 1; ii < raw.length; ii++, jj -= 8) {
        for (int bits = 0; bits < BITS.length; ++bits) {
            if (ascii[jj - bits] == '1') {
                raw[ii] |= BITS[bits];
            }
        }
    }
    return raw;
}","byte[]","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.fromAscii(char[]).ascii","Parameter_1","Belong to org.apache.commons.codec.binary.BinaryCodec.fromAscii(char[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.isEmpty(byte[])","Method","* Returns {@code true} if the given array is {@code null} or empty (size 0.)
     *
     * @param array
     *            the source array
     * @return {@code true} if the given array is {@code null} or empty (size 0.)","static boolean isEmpty(final byte[] array) {
    return array == null || array.length == 0;
}","boolean","static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.binary.BinaryCodec.isEmpty(byte[]).array","Parameter_1","Belong to org.apache.commons.codec.binary.BinaryCodec.isEmpty(byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
